Table: Table_1

Graduate attribute ,KB ,PA ,IN ,DE ,ET ,IT ,CS ,PR ,IE ,EE ,EP ,LL ,
Level descriptor ,,I ,I ,I ,I ,,,,,,,,





